masterSku,title,brand,categoryLeaf,city,cityName,price,priceBeforeDiscount,discount
122087756,Гравер ALTECO MG 220 E 2/218 69816,ALTECO,Граверы,750000000,Алматы,24110,24110,0
130158252,NEXME SK-181000D белый,NEXME,Стиральные машины,750000000,Алматы,109990,109990,0
168153849,Garmin Forerunner 170 42 мм черный,Garmin,Смарт-часы,750000000,Алматы,174990,174990,0
100432856,"Шланг для полива Karcher 50 м, 15 мм",Karcher,Шланги для полива,750000000,Алматы,39990,39990,0
143273986,Midea MG606T B черный,Midea,Варочные поверхности,750000000,Алматы,64990,64990,0
115897358,"Компрессор безмасляный ALTECO ACO 50L 63425, 8 бар",ALTECO,Воздушные компрессоры,750000000,Алматы,132250,165313,20
29502920,Maxler Max Motion Лимон Грейпфрут 1000 г,Maxler,Изотоники и энергетические гели,750000000,Алматы,15000,15000,0
101826440,Midea FG18-19ER белый,Midea,Вентиляторы,750000000,Алматы,17998,17998,0
130715061,Шлифмашина угловая ALTECO AG 2210-230 S 77295,ALTECO,Электрические шлифовальные машины,750000000,Алматы,39000,39000,0
117237669,Canon IXUS 285 HS Silver серебристый,Canon,Фотокамеры,750000000,Алматы,237523,237523,0
153917892,REDMI Note 15 Pro 5G NFC 8 ГБ/512 ГБ черный,REDMI,Смартфоны,750000000,Алматы,194990,194990,0
3700616,Karcher Puzzi 8/1 (1.100-240.0) серый,Karcher,Пылесосы,750000000,Алматы,431990,431990,0
159802528,DREAME F21 Plus RLF42GD белый,DREAME,Роботы-пылесосы,750000000,Алматы,125990,125990,0
137060417,AULA F75 MAX черный,AULA,Клавиатуры,750000000,Алматы,25892,25892,0
110756336,Midea MDWB-6016BL серебристый,Midea,Посудомоечные машины,750000000,Алматы,172990,172990,0
160144270,Строительный пылесос Karcher WD 1 Classic - 1.628-411.0,Karcher,Строительные пылесосы,750000000,Алматы,39990,39990,0
140679523,AULA HERO84 HE белый,AULA,Клавиатуры,750000000,Алматы,25990,25990,0
120926307,AULA SC580X черный,AULA ,Мыши,750000000,Алматы,8390,8390,0
106168591,Ollin Professional Perfect Hair 15 в 1 флюид 250 мл,Ollin Professional,Средства по уходу за волосами,750000000,Алматы,3988,3988,0
101831001,Canon Mount Adapter EF-EOS R,Canon,Переходники для объективов,750000000,Алматы,59901,82099,27
105703720,Шлифмашина угловая ALTECO Heavy Duty AGH 1000-125 E 40940,ALTECO,Электрические шлифовальные машины,750000000,Алматы,23500,23500,0
145553631,Xiaomi Robot Vacuum 5 Pro EU OV21GL белый,Xiaomi,Роботы-пылесосы,750000000,Алматы,322898,322898,0
116865914,Пароочиститель Karcher SC 1 1.516-400.0 белый,Karcher,Пароочистители,750000000,Алматы,49801,49801,0
100224185,Аминокислота Qazprotein Carnitine апельсин 150 г,Qazprotein,Аминокислоты и BCAA,750000000,Алматы,7940,9988,21
149092060,Наушники Haylou Mori Plus черный,Haylou,Наушники,750000000,Алматы,7990,7990,0
120678417,"Стол компьютерный XTREON OBD-FJ12, 120х60x76 см, белый",XTREON,Компьютерные и письменные столы,750000000,Алматы,49990,49990,0
101833479,Maxler Creatine Monohydrate 500 г,Maxler,Креатин,750000000,Алматы,23000,23000,0
140769770,Midea MID60S160i-C серый,Midea,Посудомоечные машины,750000000,Алматы,181246,181246,0
29502489,Maxler L-Carnitine 750 100 капсул,Maxler,Аминокислоты и BCAA,750000000,Алматы,11000,11000,0
135878567,Креатин 1WIN Creatine monohydrate манго 200 г,1WIN,Креатин,750000000,Алматы,3990,4988,20
139321712,Пароочиститель Karcher SC 2 Easy Fix Plus белый,Karcher,Пароочистители,750000000,Алматы,99990,99990,0
102139910,Комплект насадок Karcher 2.863-264.0,Karcher,Аксессуары для отпаривателей и пароочистителей,750000000,Алматы,9990,9990,0
103633775,"Пистолет для полива Karcher 2.645-265.0 D: 3/4 (19 мм), режимов полива: 2, 1 шт",Karcher,"Пистолеты, насадки, дождеватели для шлангов",750000000,Алматы,9990,9990,0
123910492,POCKET BOOK PB634K3-1-CIS 6 дюйм 16 Гб синий,POCKET BOOK,Электронные книги,750000000,Алматы,114608,114608,0
103307552,Система обратного осмоса Аквафор DWM-101S Морион (без крана),Аквафор,Фильтры для воды,750000000,Алматы,91800,91800,0
132452584,"Офисное кресло Sihoo M76-001, белый, серый",Sihoo,Компьютерные и офисные кресла,750000000,Алматы,44990,44990,0
129728324,1WIN PRE-WORKOUT Фруктовый пунш 210 г,1WIN,Предтренировочные комплексы для спортсменов,750000000,Алматы,3990,3990,0
110651555,Maxler изотоник Max Motion Абрикос-Манго 500 г,Maxler,Изотоники и энергетические гели,750000000,Алматы,9000,9000,0
153917597,REDMI Note 15 Pro 4G NFC 12 ГБ/512 ГБ черный,REDMI,Смартфоны,750000000,Алматы,189990,189990,0
5400789,"Стабилизатор напряжения 20 кВт АСН-20000/1-Ц Ресанта релейный, 140-260В, однофазный 63/6/19",Ресанта,ИБП и стабилизаторы,750000000,Алматы,236990,236990,0
102944916,LUXVISAGE Prime Expert Pore Filler основа под макияж для лица 35 мл,LUXVISAGE,Основы и фиксаторы для макияжа,750000000,Алматы,1990,1990,0
167351264,Xiaomi 17T 12 ГБ/256 ГБ сиреневый + подарок,Xiaomi,Смартфоны,750000000,Алматы,339990,339990,0
129316268,Xiaomi Robot Vacuum X20 Max D109GL черный,Xiaomi,Роботы-пылесосы,750000000,Алматы,259990,299990,13
100820280,Кофе Master Coffee Milano Espresso зерновой в пакете 1000 г,Master Coffee,Кофе зерновой,750000000,Алматы,12990,12990,0
120948137,Midea MFK03W120B/S-C серый,Midea,Стиральные машины,750000000,Алматы,219900,219900,0
123847014,Сухой корм для собак PET FOOD DOG 10кг,Без бренда,Сухие корма для собак,750000000,Алматы,8500,8500,0
100511042,Maxler Zinc Picolinate 50 мг таблетки 60 шт,Maxler,Витамины и БАД,750000000,Алматы,10000,10000,0
115633970,Canon LIDE 300 2995C010 черный,Canon,Сканеры,750000000,Алматы,51100,51100,0
101195365,Мешок-пылесборник Karcher 2.863-006.0 WD 4/5/6 - 4 шт,Karcher,Аксессуары для пылесосов и стеклоочистителей,750000000,Алматы,9990,11990,17
151644480,Двойной аэрогриль Xiaomi Dual Zone Air Fryer 12 л черный,Xiaomi,Аэрогрили,750000000,Алматы,79990,96990,18
149014051,Xiaomi TV S pro Mini LED 2026 L55MB-SRU 140 см черный,Xiaomi,Телевизоры,750000000,Алматы,329990,329990,0
106600203,POCKET BOOK 700 Era PB700-U-16-WW 7 дюйм 16 Гб черный,POCKET BOOK,Электронные книги,750000000,Алматы,126883,126883,0
161058481,Poco X8 Pro 8 ГБ/256 ГБ белый,Poco,Смартфоны,750000000,Алматы,239990,239990,0
135878557,Креатин 1WIN Creatine monohydrate ягодный микс 200 г,1WIN,Креатин,750000000,Алматы,3180,3647,13
154027559,"Xiaomi камера видеонаблюдения C201 MBC27, 2MP, расширение 1920x1080",Xiaomi,Камеры видеонаблюдения,750000000,Алматы,12643,12643,0
144697313,TROUVER K20 Flex Reach черный,TROUVER,Пылесосы,750000000,Алматы,108304,108304,0
167338616,Xiaomi Redmi Watch 6 46 мм серебристый-серый,Xiaomi,Смарт-часы,750000000,Алматы,49990,49990,0
110505466,"Maxler 100% Golden BCAA фруктовый, пунш 420 г",Maxler,Аминокислоты и BCAA,750000000,Алматы,17500,17500,0
131135935,MAUNFELD AEOC6040B + AVCE594BK В ПОДАРОК черный,MAUNFELD,Духовые шкафы,750000000,Алматы,199990,199990,0
156456680,Вафельница NEXME NSM206 черный + подарок,NEXME,Сэндвичницы и вафельницы,750000000,Алматы,19990,19990,0
152842877,Видеорегистратор 70mai A410 черный,70mai,Видеорегистраторы,750000000,Алматы,46124,46124,0
121966413,ALTECO гайковерт CIW 21-500 21 В,ALTECO,Дрели и шуруповерты,750000000,Алматы,64500,64500,0
100902777,Karcher подметальная машина S 4 Twin,Karcher,Подметальные и поломоечные машины,750000000,Алматы,99990,99990,0
118539289,"Игровое кресло XTREON CT-ESC-7008, черный, красный",XTREON,Компьютерные и офисные кресла,750000000,Алматы,34990,43738,20
167342691,Xiaomi 17T Pro 12 ГБ/512 ГБ синий,Xiaomi,Смартфоны,750000000,Алматы,449990,449990,0
100750168,Батарейка AG4 Camelion 10 шт,Camelion,Батарейки и аккумуляторы,750000000,Алматы,261,413,37
101149860,Canon EOS RP RF 24-105 F4-7.1 IS STM,Canon,Фотокамеры,750000000,Алматы,530909,530909,0
101092848,BCAA Maxler 100% Golden BCAA апельсин 210 г,Maxler,Аминокислоты и BCAA,750000000,Алматы,10500,10500,0
138723579,Bioderma бальзам Atoderm Stick Levres 4 г,Bioderma,Средства для ухода за кожей губ,750000000,Алматы,4990,4990,0
100728540,Батарейка AAA Camelion 24 шт,Camelion,Батарейки и аккумуляторы,750000000,Алматы,3400,3400,0
15300377,Transcend TS128GSDC300S 128 Gb,Transcend,Карты памяти,750000000,Алматы,21577,21577,0
100085580,Bioderma Atoderm Huile de Douche масло 1000 мл,Bioderma,Средства для душа,750000000,Алматы,20900,20900,0
114042065,"Подгузники BAFURI Ультратонкие M, 58 шт",BAFURI,Подгузники,750000000,Алматы,3570,3570,0
114173384,POCKET BOOK PB634-A-CIS 6 дюйм 16 Гб синий,POCKET BOOK,Электронные книги,750000000,Алматы,105461,105461,0
116956740,Батарейка AAA Camelion Ultra Alkaline LR03-BP4UT 4 шт,Camelion,Батарейки и аккумуляторы,750000000,Алматы,460,460,0
131791279,1WIN Таурин капсулы 90 шт,1WIN,Витамины и БАД,750000000,Алматы,1800,1800,0
141163975,DREAME R10S белый,DREAME,Пылесосы,750000000,Алматы,89990,99990,10
53400023,Сменный модуль Аквафор K2,Аквафор,Картриджи и сменные фильтры,750000000,Алматы,8500,8500,0
148240597,Huawei WATCH GT 6 Pro 46 мм серебристый-серебристый,Huawei,Смарт-часы,750000000,Алматы,171828,199890,14
170365680,Realme P4 Lite 4 ГБ/128 ГБ фиолетовый,Realme,Смартфоны,750000000,Алматы,89990,209990,57
130715312,Шлифмашина угловая ALTECO AG 2010-180 77294,ALTECO,Электрические шлифовальные машины,750000000,Алматы,36500,36500,0
117697401,YLW6318 белый,Без бренда,Пылесосы,750000000,Алматы,25990,45482,43
167338575,Xiaomi Redmi Watch 6 46 мм черный,Xiaomi,Смарт-часы,750000000,Алматы,49990,49990,0
168153930,Garmin Forerunner 70 42 мм черный,Garmin,Смарт-часы,750000000,Алматы,141990,141990,0
148148221,TCL 50V6C 127 см черный,TCL,Телевизоры,750000000,Алматы,219695,219695,0
148240609,Huawei WATCH GT 6 Pro 46 мм серебристый-коричневый,Huawei,Смарт-часы,750000000,Алматы,164890,186863,12
113465095,"27"" XTREON XT2769VD черный",XTREON,Мониторы,750000000,Алматы,74990,74990,0
144219766,Poco C85 8 ГБ/256 ГБ зеленый,Poco,Смартфоны,750000000,Алматы,109990,109990,0
139558712,Напольные весы Xiaomi электронные Smart Scale S200 GL до 150 кг,Xiaomi,Напольные весы,750000000,Алматы,9960,9960,0
12400122,"Перфоратор ALTECO RH 1500-32 SDS-Plus 43234 5 Дж, SDS-Plus",ALTECO,Перфораторы,750000000,Алматы,45500,45500,0
130820396,Проектор Wanbo X5 Pro синий,Wanbo,Проекторы,750000000,Алматы,180990,180990,0
106198122,Ollin Professional маска Salon Beauty с экстрактом ламинарии 500 мл,Ollin Professional,Маски и бальзамы для волос,750000000,Алматы,5176,5176,0
120948261,Midea MFK03W105B/S-C серый,Midea,Стиральные машины,750000000,Алматы,209562,236880,12
100309236,Bioderma крем Pigmentbio Daily Care SPF50 для лица 40 мл,Bioderma,Кремы и сыворотки,750000000,Алматы,18000,18000,0
140639663,Redmi Pad 2 11 дюйм 4 Гб/128 Гб зеленый,REDMI,Планшеты,750000000,Алматы,89990,99990,10
134502702,"Триммер аккумуляторный ALTECO CT 21-30 Solo (без АКБ и ЗУ) 81552, леска",ALTECO,Триммеры для газона,750000000,Алматы,15500,19900,22
147862911,Karcher KVA 2 белый,Karcher,Пылесосы,750000000,Алматы,99986,99986,0
159738221,Xiaomi G30 Max черный,Xiaomi,Пылесосы,750000000,Алматы,149990,149990,0
154931848,Наушники MOONDROP Old Fashioned черный,MOONDROP,Наушники,750000000,Алматы,12990,12990,0
105098489,"Перфоратор ALTECO RH 1700-32 37256 6 Дж, SDS-Plus",ALTECO,Перфораторы,750000000,Алматы,54900,54900,0
118891688,Электролобзик ALTECO JS 550 75030,ALTECO,Электролобзики,750000000,Алматы,18400,18400,0
152332059,"FIREBAT T6A 16"" / 16 Гб / SSD 512 Гб / Win 11 / 5R6616F8",FIREBAT,Ноутбуки,750000000,Алматы,449990,562488,20
117273534,"Мойка высокого давления Karcher электрический 160 бар, K 6 Special / 1.168-508.0",Karcher,Мойки высокого давления,750000000,Алматы,249990,249990,0
135103802,Наушники QCY Buds QT43 белый,QCY,Наушники,750000000,Алматы,6990,6990,0
113404917,POCKET BOOK InkPad 4 7.8 дюйм 32 Гб серебристый,POCKET BOOK,Электронные книги,750000000,Алматы,160186,160186,0
100084353,Электрорубанок ALTECO PL 650 30123,ALTECO,Электрорубанки,750000000,Алматы,28500,28500,0
113036675,Havit MP847 700x300x3 мм розовый,Havit,Коврики для мыши,750000000,Алматы,1990,1990,0
138760301,StarLine E96 v2 KZ ECO Lora с обратной связью,StarLine,Автосигнализации,750000000,Алматы,74000,74000,0
5400772,"Стабилизатор напряжения 5 кВт LUX АСН-5000Н/1-Ц Ресанта релейный, 140-260В, однофазный 63/6/16",Ресанта,ИБП и стабилизаторы,750000000,Алматы,80490,80490,0
135739689,Пароочиститель Karcher SC 3 Deluxe Textile Edition белый,Karcher,Пароочистители,750000000,Алматы,149990,149990,0
141746219,Xiaomi Robot Vacuum S40C Е101CDZ белый,Xiaomi,Роботы-пылесосы,750000000,Алматы,84343,84343,0
101924457,Bioderma Sebium Actif гель 200 мл,Bioderma,Средства для умывания и очищения,750000000,Алматы,11900,11900,0
123910565,Xiaomi Vacuum Cleaner G20 Max D206-DS серый,Xiaomi,Пылесосы,750000000,Алматы,129990,129990,0
161774117,MCHOSE G3 V2 MC-G3V2-4 белый,MCHOSE,Мыши,750000000,Алматы,11990,11990,0
144862188,Аэрогриль DREAME AF30 7 л белый,DREAME,Аэрогрили,750000000,Алматы,69990,69990,0
43500002,Фен строительный CROWN CT19017,CROWN,Строительные фены,750000000,Алматы,12000,12000,0
153320679,"Кофемашина NEXME BC819 черный, серебристый",NEXME,Кофеварки и кофемашины,750000000,Алматы,26990,26990,0
124484663,Xiaomi Robot Vacuum X20 Pro белый,Xiaomi,Роботы-пылесосы,750000000,Алматы,219990,219990,0
166975826,HONOR 600 Pro 12 ГБ/512 ГБ черный,HONOR,Смартфоны,750000000,Алматы,547686,547686,0
101620719,Аквафор Прованс А5 розовый вишня 4.2 л,Аквафор,Фильтры-кувшины для воды,750000000,Алматы,9040,9040,0
172416324,"Sen Sulu заколка краб 3 шт, бежевый",Sen Sulu,Аксессуары для волос,750000000,Алматы,100,499,80
114869980,Видеорегистратор 70mai Dash Cam A200 черный,70mai,Видеорегистраторы,750000000,Алматы,32488,32488,0
104985375,Enchen триммер Boost 2 черный,Enchen,Машинки для стрижки волос,750000000,Алматы,9990,9990,0
119217817,Bambu Lab A1 Combo EU,Bambu Lab,3D-принтеры,750000000,Алматы,277990,277990,0
117044969,Taza Tamshy гель 834730756 1 л,Taza Tamshy,Моющие средства для посуды,750000000,Алматы,2000,2500,20
149102557,MARVO CM310 черный,MARVO,Клавиатуры,750000000,Алматы,7990,7990,0
146939702,Аэрогриль DREAME AF10 7.6 л черный,DREAME,Аэрогрили,750000000,Алматы,54990,54990,0
153727891,Poco M8 5G 8 ГБ/256 ГБ зеленый,Poco,Смартфоны,750000000,Алматы,159990,159990,0
112245834,Canon EOS R8 Body черный,Canon,Фотокамеры,750000000,Алматы,616374,616374,0
140639842,Redmi Pad 2 4G 11 дюйм 4 Гб/128 Гб серый,REDMI,Планшеты,750000000,Алматы,104990,104990,0
106634658,Очиститель воздуха Xiaomi Smart Air Purifier 4 Compact белый,Xiaomi,Очистители и увлажнители,750000000,Алматы,49990,49990,0
161705682,DREAME X60 Ultra Complete белый,DREAME,Роботы-пылесосы,750000000,Алматы,689990,689990,0
139955893,Huawei WATCH FIT 4 Pro 44 мм серебристый-черный,Huawei,Смарт-часы,750000000,Алматы,74490,94890,21
119083933,"Стиральный порошок Yunitto Color цветочный аромат 2,8 кг",Yunitto,Стиральные порошки,750000000,Алматы,2200,2200,0
108394117,Принтер Xprinter XP-365B USB/LAN черный,Xprinter,Принтеры чеков и этикеток,750000000,Алматы,25990,29000,10
154027468,Наушники XTREON CY-200 Wired черно-красный,XTREON,Наушники,750000000,Алматы,8990,8990,0
50600093,"Компрессор масляный ALTECO Standard ACD-50/260.2, 8 бар",ALTECO,Воздушные компрессоры,750000000,Алматы,75000,84650,11
115247221,Maxler Ultra whey банановый милкшейк 300 г,Maxler,Протеин,750000000,Алматы,13000,13000,0
144947881,DREAME H12 Dual Flex Reach черный,DREAME,Пылесосы,750000000,Алматы,275990,275990,0
161705712,DREAME X60 Ultra Complete черный,DREAME,Роботы-пылесосы,750000000,Алматы,689990,689990,0
100905546,StarLine A93 V2 с обратной связью,StarLine,Автосигнализации,750000000,Алматы,74300,74300,0
110443375,Maxler Caffeine 100 таблеток,Maxler,Предтренировочные комплексы для спортсменов,750000000,Алматы,8000,8000,0
165920622,Водонагреватель накопительный Midea MWH30-20MFG(CIS)W белый,Midea,Водонагреватели,750000000,Алматы,40507,51998,22
109351643,Garmin Forerunner 965 черный,Garmin,Смарт-часы,750000000,Алматы,374990,374990,0
143274144,Midea MG90L05SS стальной,Midea,Варочные поверхности,750000000,Алматы,108117,108117,0
140598018,DREAME L40s Ultra белый,DREAME,Роботы-пылесосы,750000000,Алматы,419990,419990,0
102354558,Maxler Marine Collagen Hyaluronic Acid Complex таблетки 120 шт,Maxler,Витамины и БАД,750000000,Алматы,16500,16500,0
101134492,Аквафор Престиж А5 вишня 2.8 л,Аквафор,Фильтры-кувшины для воды,750000000,Алматы,5820,5820,0
161350743,Наушники MOONDROP Nice Buds серый,MOONDROP,Наушники,750000000,Алматы,2990,2990,0
129229941,Ugreen BT301 35994 черный,Ugreen,Bluetooth адаптеры,750000000,Алматы,3438,4445,23
143128171,Препарат для укрепления связок и суставов Qazprotein Joint Flex+ Зеленое яблоко 380 г,Qazprotein,Препараты для укрепления связок и суставов,750000000,Алматы,12940,16238,20
122610751,ALTECO дрель-шуруповерт CID 21-45 BL 71409 21 В,ALTECO,Дрели и шуруповерты,750000000,Алматы,34900,39900,13
101573340,Аминокислотный комплекс Qazprotein Qazprotein Amino BCAA&#43; клубника 360 г,Qazprotein,Аминокислоты и BCAA,750000000,Алматы,6940,6940,0
113980314,Принтер Xprinter XP-365B,Xprinter,Принтеры чеков и этикеток,750000000,Алматы,25990,25990,0
157752180,Bambu Lab PLA 1.75 мм 1.2 кг светло-серый,Bambu Lab,Пластик для 3D-печати,750000000,Алматы,7990,7990,0
149014057,Xiaomi TV S pro Mini LED 2026 L65MB-SRU 165 см черный,Xiaomi,Телевизоры,750000000,Алматы,449990,449990,0
124180930,Аэрогриль TROUVER FD10 Pro (VFF12A) 6 л белый,TROUVER,Аэрогрили,750000000,Алматы,54990,54990,0
147987810,Huawei WATCH GT 6 41 мм золотистый-белый,Huawei,Смарт-часы,750000000,Алматы,129890,129890,0
103868183,"Штопор Xiaomi электрический 22 см, металл, пластик, силикон",Xiaomi,Штопоры и открывалки для бутылок,750000000,Алматы,14990,14990,0
162365152,REDMI A7 Pro 4 ГБ/64 ГБ черный,REDMI,Смартфоны,750000000,Алматы,64990,64990,0
21900211,Bioderma Sebium H2O Purifying мицеллярная вода 500 мл,Bioderma,Средства для снятия макияжа,750000000,Алматы,11000,11000,0
143273317,Midea MH60F16 W белый,Midea,Вытяжки,750000000,Алматы,24880,24880,0
103973040,Maxler витамин C+Zink 20 таблеток,Maxler,Витамины и БАД,750000000,Алматы,2490,2490,0
101314229,Canon RF 50mm f / 1.8 STM,Canon,Объективы,750000000,Алматы,106990,106990,0
169639971,Roborock Q8 Max Pro Plus Gen 2 белый,Roborock,Роботы-пылесосы,750000000,Алматы,149990,149990,0
147986879,Huawei WATCH GT 6 41 мм золотистый-золотистый,Huawei,Смарт-часы,750000000,Алматы,149890,149890,0
57000018,Точильный станок ALTECO BG 350-200 13892 350 Вт 200 мм,ALTECO,Точильные станки,750000000,Алматы,29000,29000,0
144570086,"ESTEL PROFESSIONAL маска оттеночная Тонирующая маска для волос ESTEL SECRETS ЦВЕТ-ЭКСПЕРТ 6/17 Айс Макиато, 150 мл 150 мл",ESTEL PROFESSIONAL,Маски и бальзамы для волос,750000000,Алматы,3600,3600,0
148868363,REDMI Pad 2 Pro 12.1 дюйм 6 Гб/128 Гб серый,REDMI,Планшеты,750000000,Алматы,144990,144990,0
143456991,Midea MG6040BSS стальной,Midea,Варочные поверхности,750000000,Алматы,46620,46620,0
100071754,Сменный модуль Аквафор К3,Аквафор,Картриджи и сменные фильтры,750000000,Алматы,8300,8300,0
118179738,Canon EOS R50 RF-S 15-45 IS STM черный,Canon,Фотокамеры,750000000,Алматы,356008,356008,0
103479863,Комплект сменных модулей для фильтра Аквафор ECO H Pro,Аквафор,Картриджи и сменные фильтры,750000000,Алматы,40100,40100,0
116484099,Bambu Lab A1 mini,Bambu Lab,3D-принтеры,750000000,Алматы,122990,149990,18
120554885,Xiaomi Robot Vacuum S20+ белый,Xiaomi,Роботы-пылесосы,750000000,Алматы,130992,130992,0
169077086,Roborock F25 RT Gen2 белый,Roborock,Пылесосы,750000000,Алматы,129990,129990,0
145934149,Бумажные салфетки Yokosun 18092025KE 120 шт,Yokosun,Бумажные салфетки и полотенца,750000000,Алматы,819,819,0
101573359,Аминокислотный комплекс Qazprotein Qazprotein Amino BCAA&#43; мохито 360 г,Qazprotein,Аминокислоты и BCAA,750000000,Алматы,6940,6940,0
19100336,Пила торцовочная ALTECO MS 2200-255 BD 17288,ALTECO,Торцовочные пилы,750000000,Алматы,144900,144900,0
110443190,Maxler Creatine Monohydrate 500 г Креатин Моногидрат банка,Maxler,Креатин,750000000,Алматы,23000,23000,0
100807145,Garmin STRIKER Vivid 5cv 010-02551-01,Garmin,Эхолоты,750000000,Алматы,254990,254990,0
160961560,"Мойка высокого давления Karcher электрический 180 бар, K 7 Power Flex - 1.317-300.0",Karcher,Мойки высокого давления,750000000,Алматы,299990,299990,0
112329530,QCY H2 PRO черный,QCY,Наушники,750000000,Алматы,9990,9990,0
100590677,Xiaomi машинка для стрижки Enchen Boost черный,Xiaomi,Машинки для стрижки волос,750000000,Алматы,4990,4990,0
29502693,Maxler Vita Men таблетки 180 шт,Maxler,Витамины и БАД,750000000,Алматы,27000,27000,0
140639603,Redmi Pad 2 11 дюйм 4 Гб/128 Гб фиолетовый,REDMI,Планшеты,750000000,Алматы,89990,99990,10
112301355,МФУ Canon MAXIFY GX3040,Canon,Принтеры и МФУ,750000000,Алматы,123160,149990,18
169521995,ONYX BOOX GO 6 (Gen II) 6 дюйм 32 Гб белый,ONYX BOOX,Электронные книги,750000000,Алматы,99990,119990,17
5400786,"Стабилизатор напряжения 12 кВт АСН-12000/1-Ц Ресанта релейный, 140-260В, однофазный 63/6/10",Ресанта,ИБП и стабилизаторы,750000000,Алматы,154090,154090,0
109294727,МФУ Canon i-SENSYS MF752Cdw,Canon,Принтеры и МФУ,750000000,Алматы,247990,247990,0
139707314,DREAME H15 Pro Heat черный,DREAME,Пылесосы,750000000,Алматы,299990,404990,26
100820191,Кофе Master Coffee Prestige зерновой в пакете 1000 г,Master Coffee,Кофе зерновой,750000000,Алматы,15990,15990,0
114213071,Шлифмашина угловая ALTECO Heavy Duty AGH 1100-125 E,ALTECO,Электрические шлифовальные машины,750000000,Алматы,23900,29875,20
113655264,AULA SC580 белый,AULA ,Мыши,750000000,Алматы,7990,9990,20
103313279,Очиститель воздуха SmartMi Smartmi Air Purifier P1 серый,SmartMi,Очистители и увлажнители,750000000,Алматы,62980,62980,0
163510365,HONOR 600 Lite 8 ГБ/256 ГБ черный,HONOR,Смартфоны,750000000,Алматы,219990,219990,0
117279918,"Подгузники BAFURI 6, 40 шт",BAFURI,Подгузники,750000000,Алматы,3592,3592,0
100018649,Philips BHD274/00 DryCare Pro фен черный,Philips,Фены,750000000,Алматы,29276,29276,0
143857662,Midea MCH-322B2 черный,Midea,Варочные поверхности,750000000,Алматы,36880,44363,17
139307969,Кофемашина Xiaomi Semi-Automatic Espresso Machine серебристый,Xiaomi,Кофеварки и кофемашины,750000000,Алматы,60758,60758,0
115998970,Рюкзак текстиль синий,Без бренда,Рюкзаки,750000000,Алматы,3990,3990,0
156540272,TCL 75C7K 191 см черный,TCL,Телевизоры,750000000,Алматы,899990,1124988,20
113512537,StarLine M18 Pro V2 GPS/GSM,StarLine,Автомобильные GPS-трекеры,750000000,Алматы,29200,29200,0
154717669,AUFIT ASW-H18A4/FHR3DI белый + монтажный комплект,AUFIT,Кондиционеры,750000000,Алматы,249990,249990,0
115757138,MAUNFELD Astro 60 черный,MAUNFELD,Вытяжки,750000000,Алматы,85590,85590,0
100070516,"Компрессор масляный ALTECO ACD-50/400.2, 8 бар",ALTECO,Воздушные компрессоры,750000000,Алматы,121000,121000,0
17600150,Bioderma крем Sebium Global для лица 30 мл,Bioderma,Кремы и сыворотки,750000000,Алматы,10900,10900,0
29502590,Maxler Vita Women таблетки 90 шт,Maxler,Витамины и БАД,750000000,Алматы,14000,17500,20
151096402,Garmin Fenix 8 Pro 47 мм черный,Garmin,Смарт-часы,750000000,Алматы,673352,673352,0
110688223,"Maxler VitaMen , таблетки 90 шт",Maxler,Витамины и БАД,750000000,Алматы,15000,15000,0
130715099,Шлифмашина угловая ALTECO AG 2610-230 77296,ALTECO,Электрические шлифовальные машины,750000000,Алматы,45000,45000,0
159364316,"Midea MID60S070i серый, белый",Midea,Посудомоечные машины,750000000,Алматы,190990,229966,17
120948187,Midea MFK03W80B/S-C серый,Midea,Стиральные машины,750000000,Алматы,189880,189880,0
117171016,Наушники Soundcore Q20i черный,Soundcore,Наушники,750000000,Алматы,17690,25990,32
102120369,Кофе Master Coffee Бразилия Можиана зерновой 1000 г,Master Coffee,Кофе зерновой,750000000,Алматы,14990,14990,0
5400766,"Стабилизатор напряжения 1 кВт LUX АСН-1000Н2/1-Ц Ресанта релейный, 140-260В, однофазный 63/6/13",Ресанта,ИБП и стабилизаторы,750000000,Алматы,31490,31490,0
100319370,Bioderma Atoderm Intensive гель 1000 мл,Bioderma,Средства для умывания и очищения,750000000,Алматы,17400,17400,0
21900214,Bioderma Hydrabio H2O 500 мл мицеллярная вода,Bioderma,Средства для снятия макияжа,750000000,Алматы,11000,11000,0
164189155,"27"" XTREON XT2753PH черный",XTREON,Мониторы,750000000,Алматы,56990,56990,0
106940807,Bioderma Pigmentbio крем 200 мл,Bioderma,Средства для умывания и очищения,750000000,Алматы,11900,11900,0
117251564,"Лазерный дальномер ALTECO LM 50 66391, дальность до 50 м",ALTECO,Дальномеры,750000000,Алматы,16800,16800,0
7300375,Transcend TS2TSJ25M3S 2000 Гб,Transcend,Внешние накопители,750000000,Алматы,73650,73650,0
105027546,USB Flash карта Kingston DTXM/64GB 64 Гб синий,Kingston,USB Flash карты,750000000,Алматы,4180,4180,0
144620629,AULA F75 Contour белый,AULA,Клавиатуры,750000000,Алматы,23398,23398,0
114131385,StarLine M13 GPS,StarLine,Автомобильные GPS-трекеры,750000000,Алматы,22300,22300,0
103563497,Аминокислотный комплекс Qazprotein Qazprotein Amino BCAA&#43; фруктовый 360 г,Qazprotein,Аминокислоты и BCAA,750000000,Алматы,6940,6940,0
